"","fund_name","fund_extended_name","category","fund_family","net_assets","ytd_return","fund_yield","morningstar_rating","inception_date","investment","size","currency","net_annual_expense_ratio_fund","net_annual_expense_ratio_category","portfolio_cash","portfolio_stocks","portfolio_bonds","portfolio_others","portfolio_preferred","portfolio_convertable","price_earnings","price_book","price_sales","price_cashflow","median_market_cap","basic_materials","consumer_cyclical","financial_services","real_estate","consumer_defensive","healthcare","utilities","communication_services","energy","industrials","technology","bond_maturity","bond_duration","rating_us_government","rating_aaa","rating_aa","rating_a","rating_bbb","rating_bb","rating_b","rating_below_b","rating_others","morningstar_return_rating","fund_return_ytd","category_return_ytd","fund_return_1month","category_return_1month","fund_return_3months","category_return_3months","fund_return_1year","category_return_1year","fund_return_3years","category_return_3years","fund_return_5years","category_return_5years","fund_return_10years","category_return_10years","fund_return_2018","category_return_2018","fund_return_2017","category_return_2017","fund_return_2016","category_return_2016","fund_return_2015","category_return_2015","fund_return_2014","category_return_2014","fund_return_2013","category_return_2013","fund_return_2012","category_return_2012","fund_return_2011","category_return_2011","fund_return_2010","category_return_2010","morningstar_risk_rating","years_up","years_down","fund_alpha_3years","category_alpha_3years","fund_alpha_5years","category_alpha_5years","fund_alpha_10years","category_alpha_10years","fund_beta_3years","category_beta_3years","fund_beta_5years","category_beta_5years","fund_beta_10years","category_beta_10years","fund_mean_annual_return_3years","category_mean_annual_return_3years","fund_mean_annual_return_5years","category_mean_annual_return_5years","fund_mean_annual_return_10years","category_mean_annual_return_10years","fund_r_squared_3years","category_r_squared_3years","fund_r_squared_5years","category_r_squared_5years","fund_r_squared_10years","category_r_squared_10years","fund_standard_deviation_3years","category_standard_deviation_3years","fund_standard_deviation_5years","category_standard_deviation_5years","fund_standard_deviation_10years","category_standard_deviation_10years","fund_sharpe_ratio_3years","category_sharpe_ratio_3years","fund_sharpe_ratio_5years","category_sharpe_ratio_5years","fund_sharpe_ratio_10years","category_sharpe_ratio_10years","fund_treynor_ratio_3years","category_treynor_ratio_3years","fund_treynor_ratio_5years","category_treynor_ratio_5years","fund_treynor_ratio_10years","category_treynor_ratio_10years","NumOfSector","highest"
"609","MLACX","MainStay Large Cap Growth Fund Class C","Large Growth","MainStay",1.173e+10,17.38,0,3,2005-03-31,"Growth","Large","USD",1.82,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,3,17.38,15.67,2.43,2.12,17.38,15.67,13.72,10.71,17.41,15.35,12.23,11.26,15.35,15.94,2.52,-2.09,31.06,27.67,-3.41,3.23,5.09,3.6,9.43,10,35.55,33.92,11.96,15.34,-1.25,-2.46,14.29,15.53,4,10,3,2.38,0.01,0.3,0,-1.78,-0.01,1.11,0.01,1.12,0.01,1.11,0.01,1.42,0.01,1.05,0.01,1.29,0.01,78.56,0.84,82.1,0.86,86.81,0.88,13.5,0.13,13.84,0.13,15.07,0.14,1.17,0.01,0.85,0.01,1,0.01,"14.48",0.13,"10.21",0.1,"13.48",0.15,8,"technology"
"610","MLAIX","MainStay Large Cap Growth Fund Class I","Large Growth","MainStay",1.173e+10,17.58,0,4,2005-03-31,"Growth","Large","USD",0.73,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,4,17.58,15.67,2.48,2.12,17.58,15.67,14.88,10.71,18.68,15.35,13.42,11.26,16.59,15.94,3.74,-2.09,32.39,27.67,-2.28,3.23,6.17,3.6,10.54,10,36.94,33.92,13.21,15.34,-0.19,-2.46,15.65,15.53,4,10,3,3.5,0.01,1.39,0,-0.67,-0.01,1.11,0.01,1.12,0.01,1.1,0.01,1.51,0.01,1.13,0.01,1.38,0.01,78.15,0.84,81.8,0.86,86.72,0.88,13.51,0.13,13.84,0.13,15.05,0.14,1.25,0.01,0.93,0.01,1.07,0.01,"15.66",0.13,"11.3",0.1,"14.62",0.15,8,"technology"
"611","MLCIX","BMO Large-Cap Growth Fund Class I","Large Growth","BMO Funds",405390000,14.14,0.61,4,2008-01-30,"Growth","Large","USD",0.54,1.06,2.9,97.1,0,0,0,0,"18.31",4.95,"2.38","10.08","70,930.96",2.1,16.12,15.51,3.11,5.42,12.58,0,1.95,2.21,8.35,32.64,NA,NA,0,0,0,0,0,0,0,0,0,4,14.14,15.67,1.32,2.12,14.14,15.67,11.73,10.71,16.23,15.35,13.76,11.26,16.9,15.94,-0.98,-2.09,28.34,27.67,8.77,3.23,6.2,3.6,14.5,10,34.05,33.92,17.9,15.34,-1.12,-2.46,14.82,15.53,3,8,2,1.67,0.01,2.26,0,0.22,-0.01,1.07,0.01,1.04,0.01,1.05,0.01,1.32,0.01,1.14,0.01,1.39,0.01,90.78,0.84,91.85,0.86,93.03,0.88,12.09,0.13,12.14,0.13,13.83,0.14,1.2,0.01,1.06,0.01,1.17,0.01,"13.92",0.13,"12.46",0.1,"15.65",0.15,10,"technology"
"612","MLGRX","MainStay Large Cap Growth Fund Class R3","Large Growth","MainStay",1.173e+10,17.36,0,3,2006-04-27,"Growth","Large","USD",1.33,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,4,17.36,15.67,2.42,2.12,17.36,15.67,14.18,10.71,17.94,15.35,12.72,11.26,15.89,15.94,3.06,-2.09,31.7,27.67,-2.92,3.23,5.57,3.6,9.91,10,36.01,33.92,12.61,15.34,-0.78,-2.46,14.78,15.53,4,9,3,2.89,0.01,0.76,0,-1.32,-0.01,1.11,0.01,1.12,0.01,1.11,0.01,1.46,0.01,1.08,0.01,1.33,0.01,78.23,0.84,81.9,0.86,86.69,0.88,13.48,0.13,13.83,0.13,15.1,0.14,1.2,0.01,0.88,0.01,1.03,0.01,"15.01",0.13,"10.67",0.1,"13.95",0.15,8,"technology"
"613","MLHKX","BlackRock Large Cap Focus Growth Fund Class K","Large Growth","BlackRock",888250000,16.86,0,4,2018-01-24,"Growth","Large","USD",0.79,1.06,0.8,98.03,0,1.18,0,0,"33",7.18,"4.14","22.33","110,119.13",2.51,21.55,14.81,2.88,2.47,17.56,0,2.19,0,4.85,31.17,NA,NA,0,0,0,0,0,0,0,0,0,4,16.86,15.67,3.05,2.12,16.86,15.67,13.69,10.71,18.95,15.35,14.35,11.26,16.92,15.94,NA,-2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2.97,0.01,2.09,0,-0.44,-0.01,1.18,0.01,1.12,0.01,1.1,0.01,1.53,0.01,1.2,0.01,1.4,0.01,84.22,0.84,88.53,0.86,90.67,0.88,13.78,0.13,13.37,0.13,14.72,0.14,1.24,0.01,1.02,0.01,1.11,0.01,"15",0.13,"12.06",0.1,"14.92",0.15,9,"technology"
"614","MLINX","MainStay Large Cap Growth Fund Investor Class","Large Growth","MainStay",1.173e+10,17.55,0,4,2008-02-27,"Growth","Large","USD",1.07,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,4,17.55,15.67,2.53,2.12,17.55,15.67,14.48,10.71,18.27,15.35,13.06,11.26,16.2,15.94,3.39,-2.09,31.98,27.67,-2.64,3.23,5.75,3.6,10.28,10,36.42,33.92,12.95,15.34,-0.49,-2.46,15.08,15.53,4,8,2,3.18,0.01,1.09,0,-1,-0.01,1.11,0.01,1.11,0.01,1.1,0.01,1.48,0.01,1.11,0.01,1.35,0.01,77.95,0.84,81.76,0.86,86.58,0.88,13.5,0.13,13.8,0.13,15.06,0.14,1.22,0.01,0.9,0.01,1.05,0.01,"15.32",0.13,"11",0.1,"14.27",0.15,8,"technology"
"615","MLRRX","MainStay Large Cap Growth Fund Class R1","Large Growth","MainStay",1.173e+10,17.5,0,4,2005-03-31,"Growth","Large","USD",0.83,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,4,17.5,15.67,2.45,2.12,17.5,15.67,14.75,10.71,18.56,15.35,13.3,11.26,16.47,15.94,3.63,-2.09,32.42,27.67,-2.53,3.23,6.16,3.6,10.37,10,36.81,33.92,13.09,15.34,-0.34,-2.46,15.43,15.53,4,10,3,3.4,0.01,1.25,0,-0.8,-0.01,1.11,0.01,1.12,0.01,1.1,0.01,1.5,0.01,1.13,0.01,1.37,0.01,78.19,0.84,81.91,0.86,86.68,0.88,13.51,0.13,13.86,0.13,15.08,0.14,1.24,0.01,0.92,0.01,1.06,0.01,"15.54",0.13,"11.15",0.1,"14.49",0.15,8,"technology"
"616","MLRSX","MainStay Large Cap Growth Fund Class R6","Large Growth","MainStay",1.173e+10,17.69,0,4,2013-06-16,"Growth","Large","USD",0.64,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,4,17.69,15.67,2.57,2.12,17.69,15.67,15,10.71,18.82,15.35,13.54,11.26,16.55,15.94,3.82,-2.09,32.51,27.67,-2.17,3.23,6.25,3.6,10.75,10,NA,33.92,NA,NA,NA,NA,NA,NA,4,4,1,3.59,0.01,1.5,0,-0.74,-0.01,1.11,0.01,1.12,0.01,1.11,0.01,1.52,0.01,1.14,0.01,1.38,0.01,78.33,0.84,81.93,0.86,86.74,0.88,13.52,0.13,13.82,0.13,15.09,0.14,1.26,0.01,0.94,0.01,1.07,0.01,"15.74",0.13,"11.41",0.1,"14.55",0.15,8,"technology"
"617","MLRTX","MainStay Large Cap Growth Fund Class R2","Large Growth","MainStay",1.173e+10,17.47,0,4,2005-03-31,"Growth","Large","USD",1.08,1.06,0,99.35,0,0.65,0,0,"27.36",7.64,"4.03","19.31","127,452.89",2.71,19.13,14.13,1.18,0,19.79,0,1,0,11.18,30.89,NA,NA,0,0,0,0,0,0,0,0,0,4,17.47,15.67,2.5,2.12,17.47,15.67,14.43,10.71,18.26,15.35,13.01,11.26,16.17,15.94,3.35,-2.09,31.95,27.67,-2.71,3.23,5.82,3.6,10.21,10,36.44,33.92,12.86,15.34,-0.62,-2.46,15.31,15.53,4,10,3,3.16,0.01,1.03,0,-1.02,-0.01,1.11,0.01,1.12,0.01,1.1,0.01,1.48,0.01,1.1,0.01,1.35,0.01,78.35,0.84,81.85,0.86,86.69,0.88,13.48,0.13,13.82,0.13,15.04,0.14,1.22,0.01,0.9,0.01,1.05,0.01,"15.3",0.13,"10.94",0.1,"14.25",0.15,8,"technology"
"618","MLSAX","Aberdeen Focused U.S. Equity Fund Class A","Large Growth","Aberdeen",20290000,14.78,0,1,2001-10-30,"Growth","Large","USD",1.25,1.06,0,100,0,0,0,0,"21.62",4.19,"3.05","12.71","111,412.7",0,18.03,19.62,3.25,7.27,13.38,3.78,3.9,3.37,11.85,15.56,NA,NA,0,0,0,0,0,0,0,0,0,1,14.78,15.67,2.83,2.12,14.78,15.67,11.13,10.71,8.52,15.35,5.52,11.26,4.44,15.94,-3.76,-2.09,12.82,27.67,2.21,3.23,-0.73,3.6,1.17,10,9.49,33.92,3.59,15.34,-3.46,-2.46,4.64,15.53,1,12,5,-3.32,0.01,-2.56,0,-3.6,-0.01,0.9,0.01,0.74,0.01,0.51,0.01,0.73,0.01,0.48,0.01,0.39,0.01,85.21,0.84,81.58,0.86,70.66,0.88,10.46,0.13,9.21,0.13,7.77,0.14,0.71,0.01,0.54,0.01,0.54,0.01,"8.07",0.13,"6.37",0.1,"7.79",0.15,10,"financial_services"
"619","MLSCX","Aberdeen Focused U.S. Equity Fund Class C","Large Growth","Aberdeen",20290000,14.46,0,1,1997-12-30,"Growth","Large","USD",1.9,1.06,0,100,0,0,0,0,"21.62",4.19,"3.05","12.71","111,412.7",0,18.03,19.62,3.25,7.27,13.38,3.78,3.9,3.37,11.85,15.56,NA,NA,0,0,0,0,0,0,0,0,0,1,14.46,15.67,2.7,2.12,14.46,15.67,10.65,10.71,7.88,15.35,4.85,11.26,3.74,15.94,-4.24,-2.09,12.15,27.67,1.51,3.23,-1.49,3.6,0.51,10,8.86,33.92,2.88,15.34,-4.21,-2.46,3.9,15.53,1,14,7,-3.86,0.01,-3.18,0,-4.26,-0.01,0.89,0.01,0.74,0.01,0.51,0.01,0.68,0.01,0.43,0.01,0.33,0.01,83.83,0.84,80.57,0.86,70.13,0.88,10.49,0.13,9.23,0.13,7.79,0.14,0.66,0.01,0.47,0.01,0.46,0.01,"7.38",0.13,"5.48",0.1,"6.43",0.15,10,"financial_services"
"620","MMAAX","MassMutual Select Growth Opportunities Fund Class A","Large Growth","MassMutual",577710000,16.76,0,3,2000-04-27,"Growth","Large","USD",1.29,1.06,3.14,96.86,0,0,0,0,"29.09",4.49,"3.85","17.23","82,055.17",0,18.26,15.23,3.32,7.77,15.54,0,3.58,0,1.37,34.93,NA,NA,0,0,0,0,0,0,0,0,0,4,16.76,15.67,1.39,2.12,16.76,15.67,12.48,10.71,16.46,15.35,10.55,11.26,17.81,15.94,1.79,-2.09,30.88,27.67,-6.81,3.23,3.46,3.6,10.21,10,37.44,33.92,19.37,15.34,4.34,-2.46,19.5,15.53,4,13,5,1.27,0.01,-1.29,0,0.65,-0.01,1.15,0.01,1.14,0.01,1.09,0.01,1.36,0.01,0.93,0.01,1.47,0.01,71.86,0.84,77.11,0.86,82.13,0.88,14.57,0.13,14.48,0.13,15.24,0.14,1.04,0.01,0.71,0.01,1.13,0.01,"13.2",0.13,"8.59",0.1,"15.96",0.15,8,"technology"
"621","MMANX","MassMutual Select Growth Opportunities Fund Class R3","Large Growth","MassMutual",577710000,16.72,0,3,2002-12-29,"Growth","Large","USD",1.44,1.06,3.14,96.86,0,0,0,0,"29.09",4.49,"3.85","17.23","82,055.17",0,18.26,15.23,3.32,7.77,15.54,0,3.58,0,1.37,34.93,NA,NA,0,0,0,0,0,0,0,0,0,4,16.72,15.67,1.28,2.12,16.72,15.67,12.18,10.71,16.22,15.35,10.35,11.26,17.54,15.94,1.58,-2.09,30.76,27.67,-7.03,3.23,3.34,3.6,9.99,10,37.05,33.92,18.87,15.34,4.02,-2.46,19.37,15.53,4,13,3,1,0.01,-1.52,0,0.42,-0.01,1.15,0.01,1.14,0.01,1.09,0.01,1.35,0.01,0.91,0.01,1.45,0.01,71.83,0.84,77.17,0.86,82.02,0.88,14.64,0.13,14.55,0.13,15.24,0.14,1.02,0.01,0.7,0.01,1.11,0.01,"12.93",0.13,"8.37",0.1,"15.71",0.15,8,"technology"
"622","MMAZX","MassMutual Select Growth Opportunities Fund Class I","Large Growth","MassMutual",577710000,16.9,0,3,2011-12-06,"Growth","Large","USD",0.74,1.06,3.14,96.86,0,0,0,0,"29.09",4.49,"3.85","17.23","82,055.17",0,18.26,15.23,3.32,7.77,15.54,0,3.58,0,1.37,34.93,NA,NA,0,0,0,0,0,0,0,0,0,3,16.9,15.67,1.44,2.12,16.9,15.67,13.01,10.71,17.07,15.35,11.14,11.26,18.48,15.94,2.28,-2.09,31.74,27.67,-6.39,3.23,4.09,3.6,10.75,10,38.5,33.92,20.14,15.34,NA,NA,NA,NA,5,6,1,1.8,0.01,-0.78,0,1.23,-0.01,1.15,0.01,1.14,0.01,1.09,0.01,1.41,0.01,0.97,0.01,1.52,0.01,71.75,0.84,77.03,0.86,82.02,0.88,14.59,0.13,14.52,0.13,15.24,0.14,1.07,0.01,0.75,0.01,1.17,0.01,"13.72",0.13,"9.08",0.1,"16.58",0.15,8,"technology"
"623","MMDEX","Praxis Growth Index Fund Class I","Large Growth","Praxis Mutual Funds",289190000,14.81,1.17,4,2007-04-30,"Growth","Large","USD",0.44,1.06,0.4,99.06,0.54,0,0,0,"21.23",4.71,"3.13","11.1","120,532.69",2.06,14.75,10.81,2.21,5.29,18.13,1.91,3.83,2.96,8.96,29.09,NA,NA,0,0,0,0,0,0,0,0,0,4,14.81,15.67,3.03,2.12,14.81,15.67,13.59,10.71,15.96,15.35,13.25,11.26,16.8,15.94,0.39,-2.09,26.78,27.67,7.62,3.23,4.1,3.6,14.77,10,32.26,33.92,17.94,15.34,1.73,-2.46,13.74,15.53,2,10,1,2.06,0.01,1.91,0,1.04,-0.01,1.01,0.01,1.03,0.01,0.98,0.01,1.3,0.01,1.1,0.01,1.37,0.01,91.68,0.84,94.69,0.86,95.08,0.88,11.38,0.13,11.8,0.13,12.8,0.14,1.25,0.01,1.05,0.01,1.25,0.01,"14.47",0.13,"12.13",0.1,"16.64",0.15,11,"technology"
"624","MMGFX","MassMutual Select Growth Opportunities Fund Class R4","Large Growth","MassMutual",577710000,16.76,0,3,2014-03-31,"Growth","Large","USD",1.19,1.06,3.14,96.86,0,0,0,0,"29.09",4.49,"3.85","17.23","82,055.17",0,18.26,15.23,3.32,7.77,15.54,0,3.58,0,1.37,34.93,NA,NA,0,0,0,0,0,0,0,0,0,4,16.76,15.67,1.38,2.12,16.76,15.67,12.5,10.71,16.53,15.35,10.69,11.26,18.04,15.94,1.89,-2.09,31.01,27.67,-6.71,3.23,3.64,3.6,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1.34,0.01,-1.19,0,0.85,-0.01,1.15,0.01,1.14,0.01,1.09,0.01,1.37,0.01,0.94,0.01,1.49,0.01,71.7,0.84,77.17,0.86,82.08,0.88,14.58,0.13,14.51,0.13,15.24,0.14,1.04,0.01,0.72,0.01,1.14,0.01,"13.27",0.13,"8.69",0.1,"16.17",0.15,8,"technology"
"625","MNNAX","Victory Munder Multi-Cap Fund Class A","Large Growth","Victory",381660000,11.53,0,2,1996-08-18,"Blend","Large","USD",1.36,1.06,0.28,99.72,0,0,0,0,"13.29",2.63,"1.56","7.54","50,463.97",0.03,12.43,20.17,0.64,4.18,12.85,0.03,4.35,5.03,16.74,23.55,NA,NA,0,0,0,0,0,0,0,0,0,2,11.53,15.67,-0.98,2.12,11.53,15.67,-1.98,10.71,9.72,15.35,8.43,11.26,15.56,15.94,-14.4,-2.09,28.39,27.67,5.41,3.23,2.91,3.6,14.71,10,31.92,33.92,12.5,15.34,-5.1,-2.46,19.35,15.53,2,16,6,-4.04,0.01,-2.46,0,-2.2,-0.01,1.06,0.01,1.03,0.01,1.15,0.01,0.84,0.01,0.74,0.01,1.31,0.01,89.15,0.84,89.35,0.86,87.33,0.88,12.08,0.13,12.16,0.13,15.61,0.14,0.72,0.01,0.66,0.01,0.98,0.01,"7.92",0.13,"7.41",0.1,"13.14",0.15,11,"technology"
"626","MNNCX","Victory Munder Multi-Cap Fund Class C","Large Growth","Victory",381660000,11.35,0,1,1998-11-02,"Blend","Large","USD",2.16,1.06,0.28,99.72,0,0,0,0,"13.29",2.63,"1.56","7.54","50,463.97",0.03,12.43,20.17,0.64,4.18,12.85,0.03,4.35,5.03,16.74,23.55,NA,NA,0,0,0,0,0,0,0,0,0,1,11.35,15.67,-0.96,2.12,11.35,15.67,-2.8,10.71,8.83,15.35,7.55,11.26,14.67,15.94,-15.13,-2.09,27.34,27.67,4.55,3.23,2.04,3.6,13.86,10,30.98,33.92,11.6,15.34,-5.8,-2.46,18.47,15.53,2,13,7,-4.85,0.01,-3.28,0,-2.99,-0.01,1.06,0.01,1.03,0.01,1.15,0.01,0.77,0.01,0.67,0.01,1.25,0.01,89.23,0.84,89.4,0.86,87.38,0.88,12.06,0.13,12.15,0.13,15.61,0.14,0.66,0.01,0.59,0.01,0.93,0.01,"7.09",0.13,"6.56",0.1,"12.36",0.15,11,"technology"
"627","MNNRX","Victory Munder Multi-Cap R","Large Growth","Victory",376960000,8.31,0,2,2004-07-28,"Blend","Large","USD",1.88,1.06,2.18,97.82,0,0,0,0,"11.09",2.52,"1.53","9.91","54,696.11",0.06,13.26,19.14,0.08,6.88,14.18,0.07,4.8,7.21,15,19.34,NA,NA,0,0,0,0,0,0,0,0,0,2,8.31,15.67,8.31,2.12,-0.6,15.67,-10.7,10.71,9.9,15.35,8.28,11.26,15.96,15.94,-14.85,-2.09,27.65,27.67,4.94,3.23,2.52,3.6,14.37,10,31.6,33.92,12.18,15.34,-5.3,-2.46,19.01,15.53,2,11,3,-4.34,0.01,-2.73,0,0.23,-0.01,1.06,0.01,1.04,0.01,1.06,0.01,0.85,0.01,0.73,0.01,1.34,0.01,91.27,0.84,89.8,0.86,81.87,0.88,12.41,0.13,12.32,0.13,15.8,0.14,0.73,0.01,0.65,0.01,0.99,0.01,"8.23",0.13,"7.28",0.1,"14.61",0.15,11,"technology"
"628","MNNYX","Victory Munder Multi-Cap Fund Class Y","Large Growth","Victory",381660000,11.62,0,2,1998-05-31,"Blend","Large","USD",1,1.06,0.28,99.72,0,0,0,0,"13.29",2.63,"1.56","7.54","50,463.97",0.03,12.43,20.17,0.64,4.18,12.85,0.03,4.35,5.03,16.74,23.55,NA,NA,0,0,0,0,0,0,0,0,0,2,11.62,15.67,-0.95,2.12,11.62,15.67,-1.64,10.71,10.11,15.35,8.82,11.26,15.92,15.94,-14.1,-2.09,28.82,27.67,5.87,3.23,3.34,3.6,15.02,10,32.25,33.92,12.76,15.34,-4.83,-2.46,19.63,15.53,2,14,6,-3.69,0.01,-2.1,0,-1.9,-0.01,1.06,0.01,1.03,0.01,1.15,0.01,0.87,0.01,0.77,0.01,1.34,0.01,89.12,0.84,89.35,0.86,87.39,0.88,12.1,0.13,12.16,0.13,15.61,0.14,0.75,0.01,0.69,0.01,1,0.01,"8.28",0.13,"7.79",0.1,"13.44",0.15,11,"technology"
"629","MNRGX","Manor Investment Funds Growth Fund","Large Growth","Manor Investment Funds",10760000,15.01,0,2,1999-06-29,"Growth","Large","USD",0.99,1.06,3.09,96.91,0,0,0,0,"14.9",3.75,"2.06","11.9","58,472.73",3.81,14.05,8.42,0,10.24,21.82,0,0,2.89,14.81,23.97,NA,NA,0,0,0,0,0,0,0,0,0,2,15.01,15.67,2.31,2.12,15.01,15.67,5.87,10.71,11.57,15.35,9.34,11.26,15.1,15.94,-6.49,-2.09,25.17,27.67,4.49,3.23,-0.14,3.6,13.13,10,35.05,33.92,13.36,15.34,-1.6,-2.46,19.18,15.53,3,12,7,-2.94,0.01,-1.93,0,-0.74,-0.01,1.12,0.01,1.07,0.01,1.01,0.01,0.98,0.01,0.81,0.01,1.26,0.01,88.22,0.84,89.15,0.86,88.82,0.88,12.81,0.13,12.63,0.13,13.59,0.14,0.82,0.01,0.71,0.01,1.07,0.01,"9.18",0.13,"8.01",0.1,"14.52",0.15,8,"technology"
"630","MNVAX","Madison Investors Fund Class A","Large Growth","Madison Funds",303390000,13.49,0.4,3,2013-09-22,"Growth","Large","USD",1.2,1.06,4.42,95.58,0,0,0,0,"19.21",3.26,"1.5","13.52","47,164.78",8.46,20.94,18.55,0,4.2,14.59,0,4.38,0,8.56,20.32,NA,NA,0,0,0,0,0,0,0,0,0,3,13.49,15.67,2.79,2.12,13.49,15.67,14.54,10.71,13.95,15.35,10.99,11.26,15.17,15.94,-0.44,-2.09,22.23,27.67,12.67,3.23,-0.02,3.6,11.23,10,NA,33.92,NA,NA,NA,NA,NA,NA,1,3,2,2.5,0.01,1.77,0,0.94,-0.01,0.81,0.01,0.82,0.01,0.89,0.01,1.13,0.01,0.91,0.01,1.24,0.01,91.61,0.84,89.65,0.86,92.21,0.88,9.11,0.13,9.69,0.13,11.73,0.14,1.34,0.01,1.05,0.01,1.23,0.01,"15.6",0.13,"12.44",0.1,"16.59",0.15,8,"consumer_cyclical"
"631","MNVRX","Madison Investors Fund Class R6","Large Growth","Madison Funds",303390000,13.68,0.61,3,2013-09-22,"Growth","Large","USD",0.77,1.06,4.42,95.58,0,0,0,0,"19.21",3.26,"1.5","13.52","47,164.78",8.46,20.94,18.55,0,4.2,14.59,0,4.38,0,8.56,20.32,NA,NA,0,0,0,0,0,0,0,0,0,3,13.68,15.67,2.86,2.12,13.68,15.67,15.1,10.71,14.45,15.35,11.49,11.26,15.59,15.94,-0.03,-2.09,22.73,27.67,13.11,3.23,0.51,3.6,11.75,10,NA,33.92,NA,NA,NA,NA,NA,NA,1,4,1,2.89,0.01,2.2,0,1.29,-0.01,0.82,0.01,0.82,0.01,0.89,0.01,1.17,0.01,0.95,0.01,1.27,0.01,91.7,0.84,89.77,0.86,92.26,0.88,9.16,0.13,9.71,0.13,11.74,0.14,1.38,0.01,1.09,0.01,1.26,0.01,"16.12",0.13,"13.01",0.1,"17.04",0.15,8,"consumer_cyclical"
"632","MONTX","Monetta Fund","Large Growth","Monetta",59240000,13.26,0,2,1986-05-05,"Growth","Large","USD",1.41,1.06,12.01,87.99,0,0,0,0,"21.61",4.51,"2.5","10.56","144,727.09",0,17.96,17.42,0,4.64,19.2,0,3.31,3.64,12.11,21.71,NA,NA,0,0,0,0,0,0,0,0,0,2,13.26,15.67,1.93,2.12,13.26,15.67,12.25,10.71,13.13,15.35,9.31,11.26,14.77,15.94,-3.36,-2.09,19.19,27.67,6.98,3.23,3.19,3.6,7.15,10,34.89,33.92,10.47,15.34,-13.75,-2.46,23.42,15.53,4,24,8,-0.99,0.01,-1.76,0,-3.98,-0.01,1.07,0.01,1.04,0.01,1.24,0.01,1.09,0.01,0.81,0.01,1.27,0.01,89.38,0.84,89.7,0.86,85.26,0.88,12.12,0.13,12.31,0.13,16.98,0.14,0.98,0.01,0.72,0.01,0.87,0.01,"11.1",0.13,"8.17",0.1,"11.6",0.15,8,"technology"
"633","MOTAX","MassMutual Select Fundamental Growth Fund Class A","Large Growth","MassMutual",137150000,15.99,0,4,2000-04-27,"Growth","Large","USD",1.33,1.06,0.71,99.29,0,0,0,0,"24.74",5.8,"4.29","17.06","98,289.21",0.47,16.51,13.37,0,2.26,11.29,0,2.81,0,13.09,40.21,NA,NA,0,0,0,0,0,0,0,0,0,4,15.99,15.67,3.18,2.12,15.99,15.67,13.17,10.71,15.22,15.35,12.09,11.26,17.16,15.94,0.13,-2.09,26.98,27.67,3.15,3.23,5.74,3.6,10.86,10,31.53,33.92,12.79,15.34,2.57,-2.46,19.82,15.53,3,15,3,1.59,0.01,1.08,0,0.61,-0.01,1,0.01,1.01,0.01,1.04,0.01,1.24,0.01,1.01,0.01,1.41,0.01,87.12,0.84,90.07,0.86,88.27,0.88,11.53,0.13,11.88,0.13,14.08,0.14,1.18,0.01,0.96,0.01,1.17,0.01,"13.92",0.13,"11.21",0.1,"16.03",0.15,8,"technology"
"634","MOTCX","MassMutual Select Fundamental Growth Fund Class R5","Large Growth","MassMutual",137150000,16.24,0.45,4,2000-04-27,"Growth","Large","USD",0.88,1.06,0.71,99.29,0,0,0,0,"24.74",5.8,"4.29","17.06","98,289.21",0.47,16.51,13.37,0,2.26,11.29,0,2.81,0,13.09,40.21,NA,NA,0,0,0,0,0,0,0,0,0,4,16.24,15.67,3.1,2.12,16.24,15.67,13.65,10.71,15.75,15.35,12.61,11.26,17.71,15.94,0.47,-2.09,27.43,27.67,3.81,3.23,6.12,3.6,11.38,10,32.24,33.92,13.26,15.34,3.13,-2.46,20.42,15.53,3,15,3,1.93,0.01,1.47,0,1.1,-0.01,1.01,0.01,1.01,0.01,1.04,0.01,1.28,0.01,1.05,0.01,1.45,0.01,87.92,0.84,90.72,0.86,88.44,0.88,11.6,0.13,11.92,0.13,14.05,0.14,1.22,0.01,0.99,0.01,1.2,0.01,"14.3",0.13,"11.64",0.1,"16.58",0.15,8,"technology"
